"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"male","group B","some high school","standard","none","56","50","45"
"female","group C","bachelor's degree","free/reduced","none","71","82","73"
"female","group C","some college","standard","none","71","69","73"
"female","group B","some college","free/reduced","completed","55","67","66"
"female","group C","high school","standard","completed","74","91","92"
"female","group D","associate's degree","standard","completed","89","96","97"
"female","group E","master's degree","free/reduced","completed","58","71","74"
"male","group D","associate's degree","standard","none","84","82","76"
"male","group D","high school","standard","none","61","47","48"
"female","group B","associate's degree","standard","completed","65","90","88"
"male","group E","associate's degree","standard","completed","100","100","100"
"female","group B","master's degree","standard","completed","86","95","100"
"male","group E","high school","free/reduced","none","88","76","69"
"female","group B","associate's degree","standard","completed","72","76","76"
"male","group B","bachelor's degree","standard","none","58","59","56"
"female","group E","associate's degree","free/reduced","none","52","60","61"
"male","group C","associate's degree","free/reduced","none","87","75","80"
"male","group E","associate's degree","free/reduced","none","73","66","64"
"female","group A","some college","standard","completed","45","52","55"
"female","group B","some college","free/reduced","none","63","77","79"
"male","group E","some college","standard","none","63","61","57"
"male","group B","some high school","free/reduced","completed","65","68","71"
"male","group B","some college","free/reduced","none","62","59","57"
"male","group C","some college","standard","completed","50","42","46"
"female","group C","associate's degree","standard","none","63","75","69"
"male","group D","master's degree","standard","completed","94","84","95"
"male","group D","some high school","free/reduced","completed","56","60","65"
"female","group D","bachelor's degree","free/reduced","completed","76","81","86"
"male","group B","some college","standard","none","66","63","61"
"female","group C","high school","standard","completed","88","93","94"
"male","group C","high school","standard","none","69","66","57"
"female","group B","some college","standard","none","72","85","75"
"female","group B","some college","free/reduced","none","62","64","62"
"male","group C","some college","standard","none","73","70","65"
"male","group D","high school","standard","none","69","67","62"
"female","group D","some high school","standard","none","53","59","63"
"male","group D","high school","free/reduced","none","52","53","49"
"male","group E","associate's degree","standard","none","91","81","77"
"female","group C","associate's degree","standard","none","59","68","64"
"male","group C","some high school","free/reduced","completed","58","65","70"
"female","group B","bachelor's degree","standard","none","42","66","62"
"female","group D","bachelor's degree","standard","none","85","86","89"
"male","group D","high school","free/reduced","completed","50","55","56"
"female","group E","some high school","standard","none","75","89","90"
"female","group E","bachelor's degree","standard","none","70","74","75"
"male","group C","some high school","free/reduced","none","34","30","27"
"female","group C","high school","standard","none","64","76","71"
"male","group D","bachelor's degree","free/reduced","completed","78","73","76"
"female","group B","high school","standard","none","85","82","86"
"female","group E","some college","free/reduced","completed","92","100","100"
"female","group C","high school","standard","completed","65","74","77"
"male","group B","bachelor's degree","standard","completed","100","100","94"
"male","group D","associate's degree","standard","none","75","69","66"
"female","group E","bachelor's degree","standard","completed","80","86","84"
"male","group C","master's degree","free/reduced","completed","95","85","86"
"female","group C","associate's degree","standard","none","50","72","65"
"female","group A","some high school","free/reduced","completed","49","68","60"
"female","group D","some high school","standard","none","71","90","86"
"female","group C","associate's degree","standard","completed","68","77","75"
"male","group B","high school","free/reduced","completed","40","39","37"
"male","group D","some high school","free/reduced","none","43","41","40"
"female","group E","high school","standard","none","79","80","75"
"male","group C","master's degree","free/reduced","none","38","52","42"
"male","group D","associate's degree","standard","none","68","66","64"
"female","group D","bachelor's degree","standard","none","90","85","93"
"male","group C","some high school","free/reduced","none","48","52","50"
"female","group D","associate's degree","standard","completed","71","85","88"
"male","group C","associate's degree","free/reduced","none","49","54","43"
"male","group D","some high school","standard","completed","75","70","69"
"female","group C","some college","standard","none","80","89","94"
"male","group C","associate's degree","standard","completed","74","73","76"
"male","group B","some high school","free/reduced","completed","57","55","57"
"male","group C","some high school","free/reduced","none","62","60","54"
"male","group D","some high school","standard","none","83","70","67"
"female","group E","some college","free/reduced","none","58","62","55"
"male","group D","bachelor's degree","standard","none","65","59","63"
"female","group A","some high school","free/reduced","none","26","45","40"
"female","group A","associate's degree","standard","completed","67","77","80"
"female","group A","high school","standard","none","79","96","90"
"female","group A","some high school","free/reduced","completed","51","61","59"
"female","group C","some high school","free/reduced","none","72","83","78"
"male","group A","high school","standard","none","72","75","68"
"female","group D","high school","free/reduced","none","77","87","80"
"female","group C","some college","standard","none","69","71","70"
"male","group D","some high school","standard","completed","70","53","61"
"female","group A","some college","standard","none","73","86","81"
"male","group E","associate's degree","free/reduced","none","91","91","86"
"male","group D","some high school","free/reduced","completed","51","53","46"
"female","group C","associate's degree","standard","none","63","66","61"
"male","group C","some college","free/reduced","none","68","62","60"
"female","group D","some high school","standard","completed","57","61","65"
"female","group C","high school","standard","none","86","94","96"
"female","group C","associate's degree","free/reduced","completed","49","64","67"
"male","group B","some college","standard","none","76","66","64"
"male","group D","some college","free/reduced","none","61","57","53"
"male","group D","some college","free/reduced","none","68","63","61"
"female","group E","high school","standard","none","69","56","57"
"male","group B","bachelor's degree","free/reduced","completed","79","86","88"
"male","group A","associate's degree","free/reduced","none","66","68","65"
"female","group D","some high school","standard","none","76","75","72"
"male","group D","associate's degree","standard","none","98","89","87"
"male","group D","high school","standard","completed","75","58","65"
"female","group D","associate's degree","free/reduced","completed","54","67","66"
"female","group B","some college","standard","completed","61","67","63"
"male","group C","some college","standard","none","79","58","56"
"male","group B","master's degree","free/reduced","none","42","47","45"
"male","group B","associate's degree","standard","none","81","71","72"
"female","group D","high school","free/reduced","none","72","94","85"
"female","group D","some college","standard","none","70","83","86"
"male","group A","high school","free/reduced","none","47","54","45"
"male","group C","some college","standard","completed","96","88","89"
"male","group E","some college","standard","none","87","76","76"
"female","group D","some college","free/reduced","completed","45","67","64"
"female","group B","high school","standard","completed","65","80","74"
"female","group D","some high school","free/reduced","none","47","49","55"
"male","group C","high school","standard","none","53","52","48"
"male","group B","some college","free/reduced","completed","74","75","76"
"male","group B","bachelor's degree","standard","completed","70","85","79"
"male","group C","some college","standard","none","73","67","60"
"male","group B","associate's degree","free/reduced","none","52","50","40"
"female","group D","some high school","free/reduced","completed","62","84","83"
"female","group E","bachelor's degree","standard","none","65","64","63"
"male","group D","bachelor's degree","standard","none","80","80","76"
"male","group C","master's degree","standard","none","78","65","68"
"male","group E","high school","standard","completed","100","100","97"
"female","group E","some college","standard","none","79","78","75"
"male","group D","bachelor's degree","standard","none","89","83","77"
"male","group C","bachelor's degree","standard","none","88","85","86"
"female","group E","bachelor's degree","free/reduced","completed","87","100","100"
"male","group E","master's degree","free/reduced","completed","91","88","88"
"male","group A","some high school","free/reduced","completed","63","52","56"
"male","group E","high school","standard","none","72","57","46"
"male","group C","bachelor's degree","free/reduced","none","55","58","54"
"male","group C","some college","standard","completed","70","67","69"
"male","group C","high school","standard","completed","89","77","74"
"male","group B","bachelor's degree","standard","completed","57","53","53"
"female","group E","associate's degree","standard","none","78","83","83"
"female","group C","associate's degree","standard","completed","81","87","90"
"female","group D","some high school","standard","none","50","48","58"
"male","group C","associate's degree","free/reduced","none","59","64","64"
"male","group C","bachelor's degree","standard","none","54","46","41"
"female","group D","high school","standard","completed","82","94","91"
"female","group C","high school","standard","none","84","86","78"
"male","group A","associate's degree","free/reduced","none","57","69","60"
"male","group C","some high school","standard","none","66","56","40"
"female","group C","some high school","standard","none","61","71","62"
"male","group C","some college","standard","none","65","57","57"
"female","group E","high school","standard","none","64","68","64"
"male","group B","some college","free/reduced","none","58","66","63"
"female","group D","associate's degree","standard","none","67","84","79"
"female","group C","high school","standard","none","56","63","60"
"female","group C","high school","free/reduced","completed","70","98","88"
"female","group B","master's degree","standard","completed","100","100","100"
"female","group E","some college","standard","completed","87","95","94"
"male","group D","some college","standard","none","84","76","80"
"male","group B","some college","free/reduced","none","57","62","61"
"female","group B","associate's degree","standard","completed","47","66","65"
"male","group B","high school","standard","completed","75","69","69"
"female","group B","master's degree","free/reduced","completed","51","66","67"
"female","group E","associate's degree","free/reduced","none","31","50","52"
"female","group D","high school","standard","completed","77","87","94"
"male","group B","some high school","standard","none","81","73","67"
"male","group C","associate's degree","standard","none","86","78","72"
"female","group C","some college","standard","none","48","66","70"
"female","group C","high school","free/reduced","none","72","87","83"
"female","group D","some high school","standard","none","74","84","76"
"male","group B","high school","free/reduced","completed","73","78","76"
"female","group D","some high school","standard","completed","64","65","73"
"male","group A","high school","standard","none","55","44","47"
"female","group A","some high school","standard","completed","80","87","83"
"female","group B","some college","free/reduced","completed","77","97","91"
"female","group C","some college","standard","none","43","47","50"
"female","group E","high school","standard","none","48","50","53"
"male","group C","bachelor's degree","standard","none","62","66","65"
"male","group D","bachelor's degree","standard","none","89","85","80"
"female","group B","some college","standard","none","58","50","56"
"female","group D","associate's degree","standard","completed","79","87","90"
"male","group E","high school","standard","none","74","62","60"
"female","group B","some high school","standard","none","77","87","83"
"female","group C","high school","free/reduced","completed","66","78","78"
"female","group C","high school","free/reduced","none","40","50","45"
"female","group C","associate's degree","standard","none","58","74","74"
"male","group C","some high school","standard","none","78","65","64"
"male","group C","some high school","standard","none","61","51","47"
"female","group C","some college","standard","completed","98","96","99"
"female","group C","some college","standard","none","75","83","91"
"female","group D","some high school","free/reduced","none","63","71","61"
"female","group B","high school","standard","completed","45","58","59"
"female","group D","some high school","standard","none","53","60","53"
"female","group C","some high school","standard","none","76","92","89"
"female","group B","associate's degree","free/reduced","none","61","71","63"
"male","group D","high school","standard","completed","77","69","75"
"female","group B","bachelor's degree","free/reduced","none","50","60","56"
"female","group D","some high school","standard","completed","78","78","80"
"male","group B","some high school","free/reduced","none","62","67","65"
"female","group C","some college","standard","none","83","93","92"
"male","group C","high school","free/reduced","none","63","58","59"
"male","group E","high school","free/reduced","none","61","68","59"
"male","group D","associate's degree","standard","none","93","92","88"
"female","group D","some college","free/reduced","none","81","88","83"
"male","group E","associate's degree","standard","none","86","74","72"
"female","group B","high school","standard","completed","45","61","61"
"female","group C","bachelor's degree","standard","none","60","78","74"
"female","group C","some college","standard","none","53","70","65"
"male","group C","associate's degree","free/reduced","completed","78","76","78"
"male","group D","high school","standard","none","64","55","59"
"male","group C","high school","standard","completed","85","77","79"
"male","group C","some college","standard","completed","73","79","74"
"female","group C","some college","standard","none","64","79","75"
"female","group B","high school","free/reduced","none","53","60","53"
"female","group C","bachelor's degree","standard","none","89","97","97"
"male","group A","bachelor's degree","free/reduced","none","40","42","41"
"male","group E","associate's degree","standard","completed","95","90","88"
"female","group C","high school","standard","none","61","73","70"
"male","group B","high school","free/reduced","none","68","57","50"
"male","group E","bachelor's degree","standard","none","62","58","58"
"male","group D","master's degree","standard","none","90","86","87"
"female","group C","associate's degree","standard","completed","63","79","78"
"female","group B","some high school","free/reduced","completed","58","63","67"
"female","group D","associate's degree","standard","none","50","51","53"
"male","group D","high school","standard","none","84","79","75"
"female","group E","high school","free/reduced","none","66","77","68"
"male","group B","associate's degree","standard","none","81","78","73"
"male","group D","high school","free/reduced","none","51","57","50"
"female","group C","high school","standard","none","56","71","70"
"female","group A","some high school","free/reduced","none","59","78","68"
"female","group A","high school","standard","completed","76","88","87"
"male","group B","high school","free/reduced","completed","62","72","66"
"female","group D","master's degree","free/reduced","none","84","92","91"
"male","group D","high school","standard","none","71","69","70"
"male","group E","high school","free/reduced","completed","79","75","70"
"female","group E","some college","free/reduced","none","62","65","64"
"female","group A","some college","free/reduced","none","38","58","49"
"female","group C","some high school","standard","none","33","39","39"
"male","group D","high school","free/reduced","none","41","53","46"
"female","group C","bachelor's degree","standard","none","86","85","94"
"male","group C","some college","free/reduced","none","58","66","65"
"male","group E","associate's degree","free/reduced","completed","78","81","79"
"female","group B","master's degree","standard","none","60","65","66"
"female","group B","some college","standard","none","32","46","43"
"male","group D","some college","free/reduced","completed","80","90","88"
"male","group E","some college","standard","completed","90","87","90"
"male","group E","some college","standard","completed","81","80","77"
"female","group E","some college","standard","completed","84","84","86"
"male","group D","some college","free/reduced","none","41","36","34"
"female","group D","some college","free/reduced","none","43","54","56"
"female","group D","some high school","standard","none","72","70","69"
"male","group D","master's degree","free/reduced","none","70","63","63"
"male","group D","associate's degree","standard","completed","80","67","67"
"male","group D","master's degree","free/reduced","none","82","72","75"
"male","group E","some college","standard","none","100","85","84"
"female","group B","associate's degree","standard","completed","75","80","86"
"female","group D","associate's degree","free/reduced","none","61","74","67"
"male","group E","associate's degree","free/reduced","none","71","59","53"
"male","group C","high school","free/reduced","completed","58","64","60"
"male","group D","some college","standard","none","66","65","62"
"male","group A","some high school","standard","none","78","69","66"
"female","group D","high school","standard","none","77","82","82"
"male","group D","master's degree","free/reduced","none","85","81","77"
"female","group C","master's degree","standard","completed","75","96","92"
"male","group E","bachelor's degree","standard","completed","99","86","82"
"female","group B","some high school","standard","none","60","78","68"
"male","group C","some college","free/reduced","none","84","76","74"
"female","group D","associate's degree","standard","completed","78","87","85"
"female","group C","some high school","free/reduced","completed","39","47","50"
"male","group C","some college","standard","completed","77","78","75"
"male","group E","associate's degree","standard","none","99","88","78"
"male","group D","some high school","free/reduced","completed","42","51","57"
"male","group C","master's degree","standard","completed","99","95","98"
"male","group D","associate's degree","free/reduced","none","67","63","64"
"female","group E","associate's degree","free/reduced","completed","58","65","68"
"female","group A","associate's degree","free/reduced","none","59","67","67"
"male","group D","associate's degree","free/reduced","completed","59","48","51"
"male","group D","some college","free/reduced","completed","49","49","49"
"female","group A","bachelor's degree","free/reduced","none","51","54","53"
"female","group C","bachelor's degree","standard","none","54","65","66"
"male","group D","associate's degree","standard","none","74","67","71"
"female","group C","high school","free/reduced","none","38","43","38"
"female","group E","associate's degree","standard","none","100","100","100"
"female","group C","some high school","standard","none","35","44","37"
"male","group B","some high school","free/reduced","completed","61","61","61"
"female","group C","associate's degree","free/reduced","none","45","60","53"
"male","group D","some college","standard","completed","71","69","76"
"female","group E","master's degree","free/reduced","none","66","72","77"
"female","group C","associate's degree","standard","none","62","60","66"
"male","group D","some high school","free/reduced","none","46","48","46"
"female","group E","bachelor's degree","standard","none","80","77","81"
"female","group C","associate's degree","standard","none","67","63","65"
"male","group A","some college","standard","none","87","68","72"
"male","group D","some college","standard","none","42","37","38"
"female","group D","master's degree","free/reduced","completed","56","72","73"
"male","group B","high school","free/reduced","none","44","40","34"
"female","group D","high school","standard","none","60","60","70"
"female","group C","some college","standard","completed","62","69","75"
"female","group B","master's degree","standard","none","63","74","75"
"female","group B","bachelor's degree","free/reduced","completed","68","72","73"
"male","group D","some college","free/reduced","completed","72","71","68"
"male","group C","some high school","free/reduced","completed","83","90","86"
"female","group D","bachelor's degree","free/reduced","none","63","76","75"
"female","group D","high school","standard","completed","58","67","69"
"female","group C","associate's degree","standard","completed","93","100","100"
"male","group C","some college","standard","completed","65","72","69"
"male","group D","associate's degree","free/reduced","completed","77","74","73"
"male","group B","associate's degree","free/reduced","none","65","70","60"
"female","group D","some college","standard","none","79","84","82"
"male","group C","some high school","free/reduced","none","61","64","56"
"female","group E","associate's degree","standard","none","72","78","77"
"male","group C","associate's degree","standard","none","77","70","69"
"male","group C","associate's degree","standard","none","98","87","90"
"male","group D","associate's degree","standard","completed","80","78","81"
"female","group B","some college","standard","none","41","40","47"
"male","group E","bachelor's degree","standard","none","100","95","85"
"male","group E","some college","standard","none","73","61","54"
"female","group B","master's degree","standard","completed","66","85","85"
"male","group C","high school","standard","completed","78","72","73"
"male","group C","some high school","free/reduced","none","71","75","72"
"male","group A","some high school","standard","completed","84","85","80"
"male","group B","some college","free/reduced","completed","67","58","63"
"male","group A","some college","standard","completed","57","69","69"
"male","group A","high school","standard","completed","100","90","89"
"female","group E","some college","standard","completed","76","74","75"
"female","group A","master's degree","standard","none","67","65","69"
"female","group C","master's degree","free/reduced","completed","70","80","89"
"female","group C","associate's degree","free/reduced","none","46","59","58"
"female","group E","bachelor's degree","standard","none","79","82","84"
"female","group D","high school","standard","completed","79","89","89"
"female","group E","high school","standard","none","54","55","53"
"female","group D","some college","standard","none","46","52","52"
"male","group C","some high school","standard","none","55","30","33"
"female","group B","some high school","standard","none","32","42","40"
"male","group C","some high school","standard","completed","85","68","73"
"female","group E","some high school","standard","none","60","69","68"
"female","group C","high school","free/reduced","completed","51","67","67"
"male","group C","high school","standard","completed","62","53","56"
"male","group D","some high school","free/reduced","none","59","59","51"
"female","group C","bachelor's degree","standard","none","44","46","50"
"male","group D","some high school","standard","none","70","60","58"
"female","group B","master's degree","free/reduced","none","79","89","88"
"female","group A","bachelor's degree","free/reduced","completed","67","82","85"
"male","group C","high school","standard","none","76","73","64"
"female","group D","associate's degree","standard","none","66","74","67"
"male","group C","high school","free/reduced","none","53","53","48"
"female","group B","some high school","free/reduced","completed","54","75","73"
"male","group D","associate's degree","standard","none","74","66","67"
"female","group E","associate's degree","free/reduced","none","92","86","88"
"male","group E","associate's degree","free/reduced","none","67","58","58"
"female","group A","high school","standard","completed","86","88","93"
"male","group D","associate's degree","free/reduced","completed","89","90","88"
"male","group C","associate's degree","free/reduced","completed","65","68","67"
"female","group C","high school","free/reduced","none","40","55","41"
"male","group A","associate's degree","free/reduced","none","59","60","54"
"male","group B","associate's degree","standard","none","80","80","78"
"female","group C","some high school","standard","none","76","76","77"
"female","group C","some college","standard","none","75","82","79"
"female","group D","associate's degree","standard","none","76","76","76"
"male","group C","bachelor's degree","standard","none","71","66","67"
"female","group B","high school","standard","none","72","75","69"
"male","group C","master's degree","standard","none","85","90","91"
"female","group C","high school","free/reduced","completed","56","74","71"
"female","group D","bachelor's degree","standard","none","88","94","100"
"female","group B","some high school","free/reduced","none","44","63","51"
"female","group B","some college","free/reduced","completed","53","70","66"
"male","group C","bachelor's degree","standard","none","66","55","53"
"female","group B","some college","standard","none","76","87","91"
"male","group D","some high school","standard","none","47","34","31"
"male","group E","some college","standard","none","83","76","70"
"female","group B","high school","free/reduced","none","54","63","58"
"female","group B","high school","standard","none","61","71","70"
"female","group C","some high school","free/reduced","completed","55","67","70"
"female","group C","some college","standard","completed","65","69","73"
"male","group C","associate's degree","standard","none","87","82","77"
"female","group D","some college","free/reduced","none","46","42","49"
"female","group A","some high school","standard","none","62","73","72"
"female","group D","some high school","standard","completed","75","83","89"
"male","group C","master's degree","standard","none","47","36","33"
"female","group E","some college","standard","none","92","91","87"
"male","group D","master's degree","free/reduced","completed","39","53","50"
"female","group D","high school","standard","none","37","43","34"
"male","group D","high school","free/reduced","completed","57","55","52"
"female","group E","associate's degree","standard","completed","95","97","100"
"male","group E","associate's degree","standard","none","70","64","64"
"male","group D","some high school","free/reduced","none","80","72","74"
"male","group A","some high school","standard","completed","51","59","58"
"female","group E","some college","standard","none","89","94","90"
"female","group C","high school","standard","none","71","80","74"
"female","group C","some college","free/reduced","completed","25","35","38"
"female","group C","some college","standard","none","69","69","71"
"male","group B","high school","standard","completed","44","36","37"
"female","group C","master's degree","standard","none","81","82","79"
"female","group C","bachelor's degree","standard","completed","50","70","72"
"female","group E","associate's degree","standard","none","82","83","81"
"female","group C","high school","standard","none","62","60","56"
"female","group D","associate's degree","free/reduced","none","63","72","74"
"female","group D","some high school","free/reduced","none","44","65","62"
"female","group C","some high school","standard","completed","75","82","82"
"male","group D","bachelor's degree","free/reduced","none","65","58","57"
"female","group B","associate's degree","standard","none","72","82","76"
"male","group A","high school","free/reduced","none","72","76","67"
"female","group C","high school","free/reduced","completed","34","58","53"
"female","group D","high school","standard","none","69","82","79"
"male","group E","master's degree","free/reduced","none","59","63","49"
"male","group C","some college","free/reduced","none","69","65","66"
"male","group D","high school","standard","none","78","77","62"
"male","group D","some high school","standard","none","61","58","55"
"male","group C","high school","standard","none","34","29","27"
"male","group B","some college","standard","completed","58","59","58"
"male","group B","master's degree","standard","none","55","55","53"
"female","group A","some high school","standard","none","83","84","91"
"male","group B","bachelor's degree","free/reduced","none","60","73","71"
"male","group C","high school","standard","completed","72","64","64"
"male","group A","associate's degree","standard","none","63","57","50"
"female","group D","bachelor's degree","standard","completed","81","96","96"
"male","group C","high school","standard","completed","75","65","71"
"female","group C","bachelor's degree","free/reduced","completed","74","85","83"
